Date,Open,High,Low,Close,Volume
2020-01-02,49.552260871361334,49.695234104625044,49.2495002521236,49.560672760009766,328000
2020-01-03,49.022429114081376,49.510212802477504,48.53464221748962,49.11494064331055,281900
2020-01-06,48.913093158027706,48.98878411159232,48.40848893972723,48.955142974853516,506100
2020-01-07,48.778532379797994,48.94673485722949,48.35802779031698,48.48418045043945,318600
2020-01-08,48.442119476959114,49.20743757591978,48.26550834832086,49.14856719970703,420700
2020-01-09,49.6952317560734,51.17540647688971,48.92150165495471,50.443729400634766,770700
2020-01-10,50.71285847773557,50.89788154426307,50.098922093943884,50.225074768066406,718800
2020-01-13,50.199839025796194,50.48578228800664,50.031639748892275,50.3764533996582,287700
2020-01-14,50.22507341760377,50.43532573002415,49.998000535206266,50.15779113769531,273200
2020-01-15,49.94754012172118,50.5867089646591,49.72887912273449,50.53624725341797,499300
2020-01-16,50.729673765256635,51.24268988124308,50.729673765256635,51.21746063232422,271200
2020-01-17,51.30156167083618,51.688425136419816,51.082900688435366,51.629554748535156,280600
2020-01-21,51.33520032324279,51.67160206512291,50.85582535471219,50.914695739746094,708400
2020-01-22,51.116524301112776,51.209035801361246,50.3343857003507,50.5278205871582,463900
2020-01-23,50.39327650225688,50.83060173006315,50.01482487790932,50.628761291503906,428000
2020-01-24,50.569882289202745,50.569882289202745,49.3756475995693,49.737281799316406,328600
2020-01-27,48.97196436264522,49.22426647601709,48.4084897497212,48.87104415893555,667300
2020-01-28,50.82219125406296,50.82219125406296,46.96195851481175,48.34121322631836,1089200
2020-01-29,48.50940933475669,48.50940933475669,47.34881577821338,47.466556549072266,595000
2020-01-30,47.18061942834139,47.71045617419986,46.84421764052005,47.676815032958984,390500
2020-01-31,47.54225267897135,48.0216277029134,46.961957441619326,47.0628776550293,599700
2020-02-03,47.22267049545118,47.97116821186087,47.22267049545118,47.73568344116211,388500
2020-02-04,48.21506064347397,48.56828297975649,47.50020087383292,47.59271240234375,555900
2020-02-05,48.13096048268447,49.09812243340675,48.072090090017454,48.85422897338867,615100
2020-02-06,48.98879225203851,49.03084207585172,48.07209197684849,48.13096237182617,474900
2020-02-07,47.78613776726188,48.013210613816184,47.13856036224296,47.189022064208984,349400
2020-02-10,47.10492235840078,47.24789558604287,46.88626138507188,47.1553840637207,436000
2020-02-11,47.32358645801109,48.03844297039801,47.163795870401,47.432918548583984,4079200
2020-02-12,47.601120019279115,48.21505956600473,47.130156914760434,47.289947509765625,476400
2020-02-13,47.13015796798519,47.7356824313546,47.13015796798519,47.59271240234375,322800
2020-02-14,47.48337672398981,47.533838428880586,46.81057003308965,46.886260986328125,511300
2020-02-18,46.81056908663489,47.01241269392159,45.935918802051404,46.15458297729492,593700
2020-02-19,46.21345504678911,47.03764365756629,46.21345504678911,46.64236831665039,597600
2020-02-20,46.48257105152332,46.869434448493536,46.0957076545531,46.440521240234375,489900
2020-02-21,46.05365753173828,46.348012645665065,45.87704638829931,46.05365753173828,541400
2020-02-24,44.90148354064668,45.019224322850526,43.97637464487732,44.338008880615234,727700
2020-02-25,44.33801069430703,44.33801069430703,42.664400799417635,42.95034408569336,896900
2020-02-26,43.2110544322303,43.46335655548377,41.78133812286658,42.05046081542969,682200
2020-02-27,41.06648133561488,42.54665613618166,39.68722353393323,40.8814582824707,757500
2020-02-28,39.7881451146936,40.679612784495006,39.46014884246219,40.351619720458984,1166000
2020-03-02,40.3263899480029,42.13455772086843,40.149778794000305,42.042049407958984,692300
2020-03-03,42.01682510617039,42.31118029483193,39.947942936679894,40.58710861206055,611900
2020-03-04,41.06647386039358,41.63835706854935,39.94793027282101,41.38605499267578,589500
2020-03-05,40.08251351506159,40.46096843994737,39.04807219250493,39.36765670776367,713300
2020-03-06,37.77812972272235,38.64437133440505,36.457745605327,37.03804397583008,1031100
2020-03-09,34.17020519971459,37.0044053473412,31.672406812146484,32.43772506713867,2057200
2020-03-10,33.505806658218134,34.89347312157462,32.555465363869786,34.32158660888672,1793200
2020-03-11,33.25350371045016,33.71605811730035,31.949940124528567,32.21906280517578,1869400
2020-03-12,30.528629299492003,31.815375387674308,27.971960898091623,28.199033737182617,1994400
2020-03-13,30.099720812415704,30.890268325805668,28.05606814717804,30.890268325805664,1467400
2020-03-16,27.425314318698273,28.25791174527117,25.33120131353859,25.5078125,1960700
2020-03-17,26.020825064073467,26.315178604518877,24.565877930808497,24.801361083984375,2517900
2020-03-18,23.326410912460016,23.86353148887501,20.299774085454192,21.152347564697266,3046600
2020-03-19,20.691958572099953,23.70154188990368,20.197466022994636,21.16939926147461,1741100
2020-03-20,21.800304345563717,24.630848132742443,21.118246189432067,22.5079402923584,5169800
2020-03-23,22.15838436553664,23.079163651222622,21.348440541974394,22.57614517211914,1653200
2020-03-24,24.23013618496396,27.640428171746297,24.11930235805158,27.111833572387695,1536400
2020-03-25,27.725694706794457,29.490521852365806,27.342035924646275,28.134929656982422,1639300
2020-03-26,28.893706022185857,30.760843463008275,28.151968228435045,30.274873733520508,1421800
2020-03-27,28.493001901413294,31.340597230931852,27.691584064022962,30.198148727416992,1944000
2020-03-30,29.831544250564598,30.62443450857373,28.59531218860386,30.436870574951172,1391300
2020-03-31,30.129949679086195,32.005612157725515,29.004552842364607,29.84007453918457,1746200
2020-04-01,27.751263506389172,29.24326695568224,27.393184239667356,28.544157028198242,1113300
2020-04-02,28.23723228629781,29.064229589145487,27.248247195724268,27.947357177734375,991600
2020-04-03,27.84505184831173,28.348070369930717,26.608819557657267,27.069210052490234,1076400
2020-04-06,28.492999103948183,29.993529984801437,28.237227755621355,29.73775863647461,1014800
2020-04-07,31.775414335773977,32.88375922137711,30.8120053822399,31.016624450683594,1648700
2020-04-08,31.44289973720516,32.84111922973048,31.153024726390747,32.576820373535156,927400
2020-04-09,32.96901266526165,34.89583042013648,32.52567734788588,33.31004333496094,1988400
2020-04-13,33.34415120466807,33.34415120466807,31.033677724050143,31.178613662719727,815200
2020-04-14,31.596373312048208,32.50009908997884,30.181101511368336,30.67559242248535,969400
2020-04-15,28.851085479230818,29.20916476465408,28.23723155872285,28.305438995361328,1066700
2020-04-16,28.169033637363004,28.339549014561193,27.07773880083592,27.41876792907715,1054400
2020-04-17,28.288392249775537,30.27488704247257,27.751269972237726,30.002063751220703,671000
2020-04-20,28.978971844683212,30.55623136356772,28.331014227144333,29.507566452026367,811900
2020-04-21,28.194609945567176,29.209171403850817,27.972942230726584,28.399229049682617,868900
2020-04-22,29.047174307700327,29.52461656329879,27.802417974397432,27.921777725219727,983700
2020-04-23,28.322490436847513,30.22372879892804,28.083767664442878,29.592823028564453,785600
2020-04-24,29.5331475378405,30.385721096102912,29.115388315585527,29.84007453918457,784300
2020-04-27,30.04469273893735,33.14805987920432,29.985009599492283,32.69619369506836,919000
2020-04-28,33.898321974512086,34.69121561415215,32.74734901493647,33.00312042236328,1042300
2020-04-29,34.299030548969704,36.28552830914486,34.01768299309266,35.680198669433594,1475100
2020-04-30,34.07737043975005,35.279499177623734,32.85818983829463,32.90081787109375,1131600
2020-05-01,31.85213929151094,33.26741085199928,31.135977583052444,31.656047821044922,631900
2020-05-04,31.306498527190904,32.30400791540549,30.752324476643032,32.193172454833984,943400
2020-05-05,32.807024681233976,33.361198702960316,30.726746715514267,30.92283821105957,1129000
2020-05-06,31.110407781954596,31.570794990372033,29.584300468975496,29.60987663269043,922000
2020-05-07,29.857123117210687,31.332074820525616,29.857123117210687,30.377193450927734,760000
2020-05-08,31.306493369461887,31.826563615335733,30.547703634587243,31.60489273071289,1398100
2020-05-11,30.922836185230825,31.161555685506116,30.470973344764236,30.650012969970703,948800
2020-05-12,30.66706863795118,31.229766995881032,30.05321470118782,30.087318420410156,1057400
2020-05-13,29.848591200225467,29.857118754917998,27.819468992834818,27.981456756591797,751200
2020-05-14,27.33350188987455,29.319996040076514,26.711122128579067,29.30294418334961,961400
2020-05-15,29.0471782647938,29.959431630136674,28.62089152389303,29.60987663269043,835900
2020-05-18,31.272395438041613,32.44894774850955,30.973996021619534,32.01413345336914,1017200
2020-05-19,31.869197525705648,31.937401712760472,30.88021242108781,30.888736724853516,910700
2020-05-20,31.51111943072671,32.329589305010735,31.51111943072671,32.1079216003418,835600
2020-05-21,31.835103286751963,32.54273779319442,31.724267790931812,32.15055465698242,581100
2020-05-22,32.25285648823811,32.73029555820562,31.323551259795966,31.70720672607422,704000
2020-05-26,33.16510394506476,33.66812234148214,32.636506137094514,32.87522888183594,1221500
